,date,FTR,bk_H,bk_D,bk_A,Prob_bk_H,Prob_bk_D,Prob_bk_A,possession_h_moy,possession_a_moy,points_h,points_a,points_h_last_5,points_a_last_5,total_goals_h,total_goals_a,total_goals_taken_h,total_goals_taken_a,total_ontarget_h,total_ontarget_a,total_shot_off_target_h,total_shot_off_target_a,total_blocked_scoring_att_h,total_blocked_scoring_att_a,mean_rating_home,mean_rating_away,H_Arsenal,H_Bournemouth,H_Brighton,H_Burnley,H_Chelsea,H_Crystal Palace,H_Everton,H_Huddersfield,H_Leicester,H_Liverpool,H_Man City,H_Man United,H_Southampton,H_Stoke,H_Swansea,H_Tottenham,H_Watford,H_West Brom,H_West Ham,A_Arsenal,A_Bournemouth,A_Brighton,A_Burnley,A_Chelsea,A_Crystal Palace,A_Everton,A_Huddersfield,A_Leicester,A_Liverpool,A_Man City,A_Man United,A_Southampton,A_Stoke,A_Swansea,A_Tottenham,A_Watford,A_West Brom,A_West Ham
0,2017-11-08,0,1.53,4.73,7.25,0.654,0.211,0.138,70.0,30.0,0,0,0,0,4,3,3,4,10,3,9,3,8,0,7.30714285714286,6.64642857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2017-12-08,2,11.75,6.15,1.35,0.085,0.163,0.741,21.8,78.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30857142857143,6.90285714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2017-12-08,2,1.33,6.5,15.25,0.752,0.154,0.066,61.9,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39642857142857,7.05230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2017-12-08,2,1.85,3.6,5.51,0.541,0.278,0.181,56.7,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53615384615385,7.23357142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,2017-12-08,0,1.82,3.83,5.81,0.549,0.261,0.172,61.6,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99357142857143,6.60615384615385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2017-12-08,1,1.65,4.25,6.85,0.606,0.235,0.146,59.6,40.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83357142857143,6.66857142857143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,2017-12-08,1,6.88,4.29,1.65,0.145,0.233,0.606,45.6,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69142857142857,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,2017-12-08,0,2.65,3.3,3.3,0.377,0.303,0.303,28.7,71.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02857142857143,6.50357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2017-08-13,0,1.33,5.79,12.01,0.752,0.173,0.083,55.4,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67785714285714,6.07785714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,2017-08-19,2,2.1,3.63,4.16,0.476,0.275,0.24,71.3,45.6,0,1,0,1,0,3,1,3,2,4,2,4,5,1,6.5,6.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,2017-08-19,2,2.75,3.2,3.13,0.364,0.312,0.319,38.1,28.7,3,3,3,3,3,1,2,0,5,6,4,9,1,1,7.05,7.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,2017-08-19,0,1.76,3.85,5.5,0.568,0.26,0.182,30.0,21.8,0,0,0,0,3,0,4,2,3,2,3,2,0,2,6.65,6.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2017-08-19,0,1.39,5.31,9.5,0.719,0.188,0.105,54.4,56.7,1,0,1,0,3,0,3,3,5,4,8,7,1,3,6.78,6.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2017-08-19,0,1.75,4.02,5.45,0.571,0.249,0.183,66.1,33.9,1,0,1,0,0,0,0,4,2,1,22,0,11,2,6.83,6.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2017-08-19,0,4.8,3.92,1.88,0.208,0.255,0.532,38.4,70.0,0,3,0,3,0,4,1,3,1,10,6,9,2,8,6.61,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2017-08-19,2,12.01,5.33,1.4,0.083,0.188,0.714,40.4,55.4,1,3,1,3,0,4,0,0,0,5,2,8,2,8,6.67,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,2017-08-20,2,2.16,3.6,3.85,0.463,0.278,0.26,67.7,32.3,0,0,0,0,0,2,0,3,0,6,0,6,0,7,6.41642857142857,7.05307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2017-08-21,1,1.35,6.15,11.27,0.741,0.163,0.089,78.2,61.6,3,3,3,3,2,1,0,0,4,4,5,3,5,2,6.9,6.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,2017-08-26,2,12.0,6.75,1.33,0.083,0.148,0.752,68.43,65.4,0,4,0,4,0,3,3,1,4,10,8,9,8,9,6.42,6.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,2017-08-26,2,2.12,3.5,4.41,0.472,0.286,0.227,41.57,41.0,0,1,0,1,0,0,4,4,5,0,11,5,4,2,6.61,6.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,2017-08-26,1,4.21,3.48,2.3,0.238,0.287,0.435,43.3,62.85,3,4,3,4,3,3,0,2,6,7,3,22,0,14,7.23,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,2017-08-26,0,1.34,6.0,11.31,0.746,0.167,0.088,48.13,45.2,6,3,6,3,8,5,0,4,13,7,17,4,11,6,7.61,6.86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,2017-08-26,1,2.23,3.5,4.5,0.448,0.286,0.222,48.2,21.8,4,0,4,0,5,0,3,4,11,4,11,2,6,5,6.95,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2017-08-27,0,1.53,4.6,8.5,0.654,0.217,0.118,42.93,61.6,3,4,3,4,4,2,4,1,8,6,15,3,10,2,6.72,6.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,2017-08-27,0,2.21,3.72,3.5,0.452,0.269,0.286,67.97,70.0,4,3,4,3,4,4,3,4,18,16,19,9,6,14,6.94,6.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2017-08-27,1,1.27,7.25,16.0,0.787,0.138,0.062,52.9,67.8,0,3,0,3,1,3,2,3,6,5,10,15,6,6,6.42,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2017-08-27,1,2.66,3.3,3.55,0.376,0.303,0.282,33.1,22.9,6,3,6,3,2,1,0,1,7,5,20,5,3,4,6.89,6.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,2017-09-09,0,1.39,6.4,10.0,0.719,0.156,0.1,67.45,42.8,3,0,3,0,4,1,8,5,16,7,23,4,16,11,6.65,6.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2017-09-09,0,2.76,3.3,3.13,0.362,0.303,0.319,41.65,35.75,1,7,1,7,0,3,4,1,6,9,15,17,11,3,6.41,6.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,2017-09-09,2,3.98,3.55,2.15,0.251,0.282,0.465,46.5,67.5,4,1,4,1,2,2,3,3,6,11,13,12,4,23,6.62,6.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2017-09-09,2,5.0,3.9,1.83,0.2,0.256,0.546,34.6,59.3,3,6,3,6,5,6,6,4,11,15,16,10,8,17,6.8,6.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2017-09-09,0,2.0,4.0,4.33,0.5,0.25,0.231,67.05,60.5,7,7,7,7,5,8,2,3,18,28,29,10,13,9,6.81,7.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,2017-09-09,2,1.69,4.0,6.0,0.592,0.25,0.167,56.3,43.9,5,5,5,5,3,5,2,3,10,11,32,9,14,9,6.78,6.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2017-09-09,1,7.5,4.5,1.55,0.133,0.222,0.645,44.38,62.25,4,9,4,9,2,10,2,0,7,20,26,15,9,19,6.86,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,2017-10-09,0,2.5,3.36,3.73,0.4,0.298,0.268,41.55,54.9,4,0,4,0,4,0,4,6,8,8,29,19,8,5,6.81,6.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2017-11-09,0,2.08,3.5,4.5,0.481,0.286,0.222,40.6,44.7,0,4,0,4,2,3,7,0,9,12,15,4,4,6,6.33,7.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,2017-09-15,0,2.2,3.44,3.8,0.455,0.291,0.263,51.85,35.2,0,4,0,4,1,3,8,5,9,12,19,5,11,14,6.43,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2017-09-16,2,3.0,3.32,2.72,0.333,0.301,0.368,51.48,59.47,0,5,0,5,0,3,7,4,12,11,30,25,18,19,6.52,6.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,2017-09-16,1,3.62,3.42,2.5,0.276,0.292,0.4,41.08,42.8,4,3,4,3,3,6,2,8,14,13,16,7,13,11,6.84,6.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,2017-09-16,1,1.3,6.6,13.45,0.769,0.152,0.074,46.68,51.55,7,7,7,7,8,5,8,4,31,10,32,17,11,8,6.85,6.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2017-09-16,1,1.27,7.95,15.0,0.787,0.126,0.067,54.32,41.0,4,4,4,4,5,2,3,4,17,3,22,5,26,4,6.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,2017-09-16,2,9.83,6.1,1.36,0.102,0.164,0.735,54.62,65.75,8,10,8,10,7,10,3,2,14,28,33,12,13,13,6.96,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,2017-09-16,1,2.38,3.3,3.49,0.42,0.303,0.287,38.93,43.5,7,3,7,3,4,4,4,7,12,12,40,10,6,10,6.66,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2017-09-17,1,1.85,4.02,4.88,0.541,0.249,0.205,56.5,64.2,9,6,9,6,8,7,5,8,21,25,31,13,22,20,6.87,6.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2017-09-17,0,1.36,5.33,12.0,0.735,0.188,0.083,54.1,56.15,10,4,10,4,12,2,2,6,28,7,36,8,24,10,7.31,6.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,2017-09-23,1,2.41,3.25,3.9,0.415,0.308,0.256,43.2,52.25,8,5,8,5,6,4,5,3,14,17,34,10,8,19,6.81,6.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,2017-09-23,0,1.74,4.0,5.75,0.575,0.25,0.174,50.56,49.37,4,3,4,3,2,3,10,9,10,12,27,9,12,18,6.43,6.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2017-09-23,2,4.4,4.18,2.0,0.227,0.239,0.5,39.29,64.1,4,8,4,8,7,9,9,9,14,40,29,24,16,23,6.71,6.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,2017-09-23,0,1.15,11.0,22.0,0.87,0.091,0.045,62.8,51.8,13,0,13,0,16,0,2,8,38,15,42,28,21,20,7.2,6.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2017-09-23,2,5.5,3.82,1.84,0.182,0.262,0.543,58.61,57.9,8,13,8,13,4,16,4,2,15,35,43,20,24,28,6.72,7.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,2017-09-23,2,6.65,4.6,1.64,0.15,0.217,0.61,41.2,56.4,5,10,5,10,4,8,4,5,12,25,33,13,10,28,6.88,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2017-09-23,2,2.43,3.35,3.35,0.412,0.299,0.299,40.82,40.13,5,8,5,8,2,7,4,9,3,15,25,14,4,14,6.66,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,2017-09-23,2,6.0,4.37,1.7,0.167,0.229,0.588,46.9,69.97,4,5,4,5,4,5,7,3,13,25,33,26,13,30,6.61,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,2017-09-25,0,1.36,5.56,11.0,0.735,0.18,0.091,55.7,36.1,7,8,7,8,7,4,8,4,27,13,41,20,24,8,6.84,6.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54,2017-09-30,1,2.9,3.55,2.78,0.345,0.282,0.36,45.72,42.97,3,4,3,4,4,9,11,12,16,21,30,9,20,19,6.52,6.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,2017-09-30,2,2.84,3.63,2.69,0.352,0.275,0.372,59.2,67.8,13,16,13,13,12,21,5,2,29,47,47,19,28,30,6.96,7.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,2017-09-30,2,9.54,5.0,1.45,0.105,0.2,0.69,50.39,69.97,6,8,6,8,4,8,3,5,19,30,32,26,21,33,6.8,6.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,2017-09-30,0,1.2,7.9,22.0,0.833,0.127,0.045,50.63,51.8,16,0,13,0,17,0,2,13,39,15,44,28,30,23,7.27,6.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2017-09-30,0,3.06,3.38,2.7,0.327,0.296,0.37,44.16,59.75,5,8,5,7,4,4,8,5,14,19,38,31,14,28,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59,2017-09-30,1,2.33,3.35,3.87,0.429,0.299,0.258,40.39,40.13,8,11,5,10,4,9,6,10,16,19,48,14,9,16,6.6,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,2017-09-30,0,1.9,3.64,4.94,0.526,0.275,0.202,43.31,45.9,4,5,4,5,6,3,10,6,17,6,40,8,14,8,6.61,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,2017-01-10,0,1.27,6.65,13.5,0.787,0.15,0.074,58.39,35.2,10,4,7,4,9,4,8,7,33,14,49,5,28,16,6.91,6.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2017-01-10,2,1.71,3.81,6.2,0.585,0.262,0.161,43.46,51.7,7,9,4,6,4,6,11,5,13,16,38,18,16,9,6.5,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2017-10-14,1,3.08,3.3,2.88,0.325,0.303,0.347,43.31,45.2,12,7,9,7,7,7,5,10,18,21,49,18,11,16,6.88,6.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2017-10-14,0,9.5,5.0,1.49,0.105,0.2,0.671,46.43,51.82,0,13,0,10,0,12,17,6,16,31,54,15,24,28,6.39,6.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2017-10-14,1,2.8,3.4,2.82,0.357,0.294,0.355,55.43,58.25,11,19,10,13,12,21,11,2,46,46,57,26,31,35,6.92,7.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,2017-10-14,0,1.17,10.5,21.0,0.855,0.095,0.048,64.08,33.33,19,8,15,8,22,6,2,9,53,20,62,17,35,24,7.24,6.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
