,date,FTR,bk_H,bk_D,bk_A,Prob_bk_H,Prob_bk_D,Prob_bk_A,possession_h_moy,possession_a_moy,points_h,points_a,points_h_last_5,points_a_last_5,total_goals_h,total_goals_a,total_goals_taken_h,total_goals_taken_a,total_ontarget_h,total_ontarget_a,total_shot_off_target_h,total_shot_off_target_a,total_blocked_scoring_att_h,total_blocked_scoring_att_a,mean_rating_home,mean_rating_away,H_Arsenal,H_Bournemouth,H_Brighton,H_Burnley,H_Chelsea,H_Crystal Palace,H_Everton,H_Huddersfield,H_Leicester,H_Liverpool,H_Man City,H_Man United,H_Southampton,H_Stoke,H_Swansea,H_Tottenham,H_Watford,H_West Brom,H_West Ham,A_Arsenal,A_Bournemouth,A_Brighton,A_Burnley,A_Chelsea,A_Crystal Palace,A_Everton,A_Huddersfield,A_Leicester,A_Liverpool,A_Man City,A_Man United,A_Southampton,A_Stoke,A_Swansea,A_Tottenham,A_Watford,A_West Brom,A_West Ham
273,2018-03-17,2,2.78,3.31,3.18,0.36,0.302,0.314,41.43,48.23,27,34,3,6,27,34,53,49,96,86,179,62,74,70,6.7,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,2018-03-31,2,2.82,3.34,2.85,0.355,0.299,0.351,43.86,48.86,30,37,10,6,27,42,40,41,88,108,177,67,75,90,6.69,6.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,2018-03-31,2,7.2,4.7,1.54,0.139,0.213,0.649,48.12,60.25,29,59,3,10,29,70,46,33,111,191,234,92,107,132,6.78,7.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
276,2018-03-31,2,10.55,5.63,1.36,0.095,0.178,0.735,53.9,71.0,37,75,9,13,36,81,50,19,95,203,206,85,72,110,6.65,7.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,2018-03-31,0,1.25,7.02,16.0,0.8,0.142,0.062,49.89,44.36,62,30,12,8,54,24,21,40,137,63,163,54,127,71,7.01,6.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
278,2018-03-31,1,2.35,3.5,3.53,0.426,0.286,0.283,48.68,48.97,33,32,6,7,36,34,55,47,96,116,203,75,94,100,6.67,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,2018-03-31,2,2.67,3.2,3.16,0.375,0.312,0.316,39.88,46.94,19,39,0,8,22,25,47,25,90,91,188,67,70,75,6.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,2018-03-31,0,2.97,3.3,2.71,0.337,0.303,0.369,45.17,57.27,30,27,3,6,34,27,51,39,97,102,168,93,54,90,6.72,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281,2018-01-04,0,1.35,6.1,11.0,0.741,0.164,0.091,54.35,42.37,45,27,6,3,54,28,41,55,178,100,206,63,131,77,6.89,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,2018-01-04,2,2.43,3.43,3.4,0.412,0.292,0.294,56.52,64.8,53,58,6,13,49,57,26,25,177,170,235,108,127,143,6.95,6.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
283,2018-07-04,1,2.67,3.54,3.04,0.375,0.282,0.329,45.73,44.45,33,29,5,3,36,30,49,48,122,114,182,93,103,107,6.65,6.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,2018-07-04,1,1.88,3.7,5.46,0.532,0.27,0.183,44.33,48.27,30,28,7,7,27,24,42,52,91,90,179,69,80,87,6.68,6.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
285,2018-07-04,1,4.3,3.75,2.17,0.233,0.267,0.461,49.22,60.25,37,62,6,12,37,72,53,34,97,197,215,92,72,138,6.64,7.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286,2018-07-04,2,1.95,3.85,4.66,0.513,0.26,0.215,65.0,55.41,78,65,15,15,84,56,20,21,207,142,231,71,116,129,7.16,7.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,2018-07-04,2,11.3,6.15,1.35,0.088,0.163,0.741,46.48,64.8,27,61,2,15,28,60,58,26,102,176,210,108,79,146,6.68,6.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
288,2018-07-04,2,2.39,3.3,3.55,0.418,0.303,0.282,46.69,46.94,34,42,7,10,38,27,57,26,101,95,218,67,101,76,6.67,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2018-07-04,1,2.53,3.3,3.49,0.395,0.303,0.287,41.27,44.36,19,30,0,7,23,24,49,42,93,65,184,54,72,72,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,2018-08-04,0,1.79,4.5,6.44,0.559,0.222,0.155,57.8,57.27,48,27,6,5,57,27,41,42,189,102,217,93,136,94,6.91,6.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
291,2018-08-04,1,1.31,6.34,12.0,0.763,0.158,0.083,50.78,45.37,53,33,6,6,50,37,29,51,181,102,213,63,130,57,6.93,6.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,2018-04-14,0,2.7,3.3,3.05,0.37,0.303,0.328,43.47,48.86,45,40,13,8,29,44,27,41,99,112,176,67,77,90,6.81,6.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,2018-04-14,0,1.95,3.56,5.0,0.513,0.281,0.2,42.81,46.3,30,31,4,7,32,28,50,43,120,95,210,85,111,83,6.79,6.67,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2018-04-14,0,2.72,3.25,3.15,0.368,0.308,0.317,47.47,51.99,29,34,5,4,25,39,53,59,95,106,188,97,92,106,6.58,6.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,2018-04-14,0,1.25,7.3,13.5,0.8,0.137,0.074,54.87,49.21,63,34,10,6,72,38,34,51,200,127,233,86,141,107,7.0,6.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2018-04-14,2,4.81,3.85,1.9,0.208,0.26,0.526,53.2,56.42,27,54,2,4,29,51,45,30,110,187,236,103,97,136,6.67,6.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2018-04-14,1,2.77,3.3,3.15,0.361,0.303,0.317,43.61,45.86,31,38,5,7,25,37,43,53,66,98,161,70,73,73,6.6,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,2018-04-14,2,2.8,3.66,2.75,0.357,0.273,0.364,64.99,70.59,64,78,15,12,62,86,27,23,180,213,285,94,152,121,6.97,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,2018-04-15,2,1.22,8.0,19.0,0.82,0.125,0.053,48.65,41.53,68,20,15,1,59,24,23,50,146,96,193,79,129,80,7.01,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,2018-04-16,1,2.01,3.6,4.2,0.498,0.278,0.238,41.92,41.8,34,27,4,1,38,29,52,60,104,106,178,68,60,80,6.74,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301,2018-04-17,1,6.59,4.35,1.57,0.152,0.23,0.637,49.17,63.75,31,64,4,12,30,63,46,30,98,183,231,109,86,156,6.67,6.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,2018-04-18,2,5.2,4.07,1.83,0.192,0.246,0.546,48.41,56.34,34,68,5,12,38,59,54,24,128,150,191,77,110,133,6.64,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
303,2018-04-19,2,4.75,3.59,2.0,0.211,0.279,0.5,46.84,56.42,48,57,15,7,31,54,28,32,102,192,203,103,80,144,6.81,6.94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2018-04-19,1,2.42,3.53,3.2,0.413,0.283,0.312,47.4,56.32,40,27,8,2,45,31,43,48,118,117,193,95,95,98,6.76,6.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305,2018-04-21,1,3.1,3.44,2.6,0.323,0.291,0.385,47.85,44.81,34,33,1,7,39,35,60,52,108,128,229,95,108,116,6.65,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2018-04-21,1,7.57,4.5,1.6,0.132,0.222,0.625,46.35,60.35,23,66,4,10,25,75,50,34,100,207,243,102,82,144,6.61,7.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
307,2018-04-22,0,1.6,4.65,6.88,0.625,0.215,0.145,55.12,46.51,51,35,9,5,60,39,43,53,196,110,203,66,138,69,6.91,6.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,2018-04-22,0,1.2,10.25,23.8,0.833,0.098,0.042,61.16,44.77,81,32,12,6,89,26,24,44,219,73,238,59,127,78,7.14,6.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,2018-04-22,1,2.38,3.46,3.65,0.42,0.289,0.274,40.05,45.94,28,48,1,12,30,32,61,30,113,104,193,71,83,81,6.68,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2018-04-28,1,2.32,3.2,3.8,0.431,0.312,0.263,42.83,45.69,49,32,10,2,33,31,31,47,111,103,194,87,85,87,6.8,6.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2018-04-28,0,2.1,3.6,3.85,0.476,0.278,0.26,44.31,49.21,34,41,8,8,35,45,52,43,129,121,216,71,118,99,6.8,6.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
312,2018-04-28,2,2.77,3.1,3.15,0.361,0.323,0.317,45.98,45.86,32,39,5,8,26,38,53,54,96,101,186,70,97,77,6.59,6.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,2018-04-28,1,1.33,6.0,11.5,0.752,0.167,0.087,52.58,41.86,67,29,11,2,77,31,36,62,210,116,267,72,146,84,7.0,6.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,2018-04-28,0,1.73,4.16,5.34,0.578,0.24,0.187,49.94,48.93,28,34,2,5,31,38,48,56,119,130,219,92,98,115,6.67,6.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2018-04-28,2,7.8,4.85,1.55,0.128,0.206,0.645,47.09,56.42,32,60,3,10,26,56,49,33,74,197,190,103,79,150,6.59,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2018-04-29,0,1.5,5.3,8.5,0.667,0.189,0.118,56.2,62.57,71,54,12,12,61,64,24,44,154,204,207,89,141,142,7.0,6.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2018-04-29,2,11.03,5.75,1.4,0.091,0.174,0.714,52.67,71.36,35,84,5,12,40,94,57,24,114,231,215,98,72,130,6.72,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
318,2018-04-30,0,1.17,9.0,22.0,0.855,0.111,0.045,57.26,51.98,65,35,10,2,64,39,31,60,189,112,269,107,161,108,6.95,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,2018-04-05,0,5.2,3.6,1.88,0.192,0.278,0.532,46.46,56.51,33,74,3,12,31,63,47,25,105,157,208,83,91,148,6.68,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
320,2018-05-05,0,2.3,3.66,4.0,0.435,0.273,0.25,45.57,45.17,34,32,2,2,39,26,58,50,137,77,196,64,117,81,6.63,6.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,2018-05-05,1,3.0,3.4,2.71,0.333,0.294,0.369,45.95,55.38,42,31,8,4,40,33,54,49,106,125,210,99,78,102,6.66,6.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
322,2018-05-05,2,2.3,3.56,3.48,0.435,0.281,0.287,45.28,45.14,41,35,7,5,45,41,48,61,122,115,181,68,102,73,6.74,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,2018-05-05,2,2.74,3.51,2.87,0.365,0.285,0.348,40.93,45.15,30,37,3,8,31,40,62,52,117,138,208,99,85,120,6.7,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,2018-05-05,0,8.5,5.3,1.47,0.118,0.189,0.68,46.76,63.62,24,68,5,10,27,66,52,31,106,192,246,115,83,165,6.61,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,2018-06-05,0,1.57,4.79,7.45,0.637,0.209,0.134,54.42,45.86,54,50,12,8,65,33,46,31,207,115,229,73,143,89,6.91,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2018-06-05,0,2.29,3.66,3.4,0.437,0.273,0.294,56.37,61.03,63,68,10,9,57,77,33,36,200,212,287,110,153,156,6.94,6.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
327,2018-06-05,1,1.12,14.4,34.0,0.893,0.069,0.029,62.78,48.61,87,32,12,5,98,26,25,55,239,98,251,74,134,102,7.16,6.58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,2018-08-05,2,3.34,3.31,2.55,0.299,0.302,0.392,45.02,55.38,32,32,2,5,26,34,51,50,80,130,195,99,84,106,6.58,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329,2018-09-05,1,1.25,8.5,20.17,0.8,0.118,0.05,51.27,48.61,66,33,13,5,58,26,33,55,204,101,247,74,155,102,6.95,6.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
330,2018-09-05,0,3.89,3.91,2.01,0.257,0.256,0.498,51.62,62.63,41,57,4,12,45,70,50,46,124,215,211,94,109,146,6.73,6.93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,2018-09-05,0,1.2,10.5,27.0,0.833,0.095,0.037,62.17,44.91,88,36,10,6,98,32,25,47,241,109,277,91,137,94,7.15,6.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,2018-10-05,1,4.75,3.88,1.84,0.211,0.258,0.543,46.17,56.51,38,74,5,9,43,63,61,26,118,160,186,83,80,154,6.72,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,2018-05-13,2,2.35,3.57,3.7,0.426,0.28,0.27,44.15,48.72,50,37,5,4,33,40,36,58,117,142,192,98,91,119,6.78,6.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,2018-05-13,0,1.85,4.01,5.0,0.541,0.249,0.2,42.92,40.51,40,27,11,8,42,28,53,52,140,107,242,91,124,85,6.82,6.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
335,2018-05-13,2,6.0,4.74,1.65,0.167,0.211,0.606,50.48,62.63,34,57,6,9,27,71,56,49,103,222,208,94,102,149,6.6,6.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,2018-05-13,0,1.22,8.0,19.0,0.82,0.125,0.053,54.0,44.91,68,36,6,5,77,33,37,50,217,112,280,91,156,94,6.98,6.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,2018-05-13,0,1.53,6.0,11.0,0.654,0.167,0.091,52.29,51.98,75,35,7,2,63,39,26,62,166,117,228,107,157,111,6.98,6.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,2018-05-13,2,9.0,5.11,1.51,0.111,0.196,0.662,57.8,71.93,35,91,8,13,35,101,50,26,138,248,282,116,108,141,6.69,7.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,2018-05-13,2,2.08,3.79,4.29,0.481,0.264,0.233,41.96,41.82,32,30,1,3,26,32,52,64,83,119,195,76,87,86,6.58,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,2018-05-13,0,1.38,6.0,9.56,0.725,0.167,0.105,56.45,48.98,68,44,7,4,66,48,32,51,197,134,270,81,171,112,6.94,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,2018-05-13,0,2.45,3.51,3.28,0.408,0.285,0.305,43.55,46.33,39,43,5,6,43,41,61,55,120,109,195,75,81,79,6.72,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
